Wormbase_ID,C_gene,H_gene,NIH_ID
WBGene00001027,dnj-9,DNAJC11,ENSG00000007923
WBGene00001028,dnj-10,DNAJA3,ENSG00000103423
WBGene00001028,dnj-10,DNAJA3,ENSG00000276726
WBGene00001029,dnj-11,DNAJC2,ENSG00000105821
WBGene00001030,dnj-12,DNAJA4,ENSG00000140403
WBGene00001030,dnj-12,DNAJA1,ENSG00000086061
WBGene00001030,dnj-12,DNAJA2,ENSG00000069345
WBGene00001031,dnj-13,DNAJB4,ENSG00000162616
WBGene00001031,dnj-13,DNAJB1,ENSG00000132002
WBGene00001031,dnj-13,DNAJB5,ENSG00000137094
WBGene00001031,dnj-13,DNAJB13,ENSG00000187726
WBGene00001031,dnj-13,DNAJB9,ENSG00000128590
WBGene00001032,dnj-14,DNAJC5,ENSG00000101152
WBGene00001032,dnj-14,DNAJC5G,ENSG00000163793
WBGene00001032,dnj-14,DNAJC5B,ENSG00000147570
WBGene00001033,dnj-15,HSCB,ENSG00000100209
WBGene00001035,dnj-17,DNAJC21,ENSG00000168724
WBGene00001036,dnj-18,DNAJB9,ENSG00000128590
WBGene00001036,dnj-18,DNAJA3,ENSG00000103423
WBGene00001037,dnj-19,DNAJA2,ENSG00000069345
WBGene00001037,dnj-19,DNAJA1,ENSG00000086061
WBGene00001037,dnj-19,DNAJA4,ENSG00000140403
WBGene00001038,dnj-20,DNAJB11,ENSG00000090520
WBGene00001039,dnj-21,DNAJC19,ENSG00000205981
WBGene00001039,dnj-21,DNAJC15,ENSG00000120675
WBGene00001040,dnj-22,DNAJC17,ENSG00000104129
WBGene00001041,dnj-23,DNAJC9,ENSG00000213551
WBGene00001042,dnj-24,DNAJB6,ENSG00000105993
WBGene00001042,dnj-24,DNAJB2,ENSG00000135924
WBGene00001042,dnj-24,DNAJB7,ENSG00000172404
WBGene00001042,dnj-24,DNAJB8,ENSG00000179407
WBGene00001043,dnj-25,DNAJC6,ENSG00000116675
WBGene00001043,dnj-25,GAK,ENSG00000178950
WBGene00001045,dnj-27,DNAJC10,ENSG00000077232
WBGene00001046,dnj-28,DNAJC3,ENSG00000102580
WBGene00001047,dnj-29,SEC63,ENSG00000025796
WBGene00001048,dnj-30,DNAJC8,ENSG00000126698
WBGene00001049,dog-1,BRIP1,ENSG00000136492
WBGene00001049,dog-1,RTEL1-TNFRSF6B,ENSG00000026036
WBGene00001050,dom-3,DXO,ENSG00000204348
WBGene00001050,dom-3,DXO,ENSG00000234798
WBGene00001050,dom-3,DXO,ENSG00000236765
WBGene00001050,dom-3,DXO,ENSG00000206346
WBGene00001050,dom-3,DXO,ENSG00000224313
WBGene00001050,dom-3,DXO,ENSG00000225682
WBGene00001051,cks-1,CKS1B,ENSG00000173207
WBGene00001051,cks-1,CKS2,ENSG00000123975
WBGene00001052,dop-1,DRD5,ENSG00000169676
WBGene00001052,dop-1,ADRA2B,ENSG00000274286
WBGene00001052,dop-1,DRD1,ENSG00000184845
WBGene00001053,dop-2,DRD3,ENSG00000151577
WBGene00001053,dop-2,DRD2,ENSG00000149295
WBGene00001053,dop-2,DRD4,ENSG00000069696
WBGene00001054,dpf-1,FAP,ENSG00000078098
WBGene00001054,dpf-1,DPP4,ENSG00000197635
WBGene00001054,dpf-1,DPP10,ENSG00000175497
WBGene00001054,dpf-1,DPP6,ENSG00000130226
WBGene00001054,dpf-1,DPP6,ENSG00000282974
WBGene00001055,dpf-2,DPP4,ENSG00000197635
WBGene00001055,dpf-2,FAP,ENSG00000078098
WBGene00001055,dpf-2,DPP6,ENSG00000130226
WBGene00001055,dpf-2,DPP10,ENSG00000175497
WBGene00001055,dpf-2,DPP6,ENSG00000282974
WBGene00001056,dpf-3,DPP9,ENSG00000142002
WBGene00001056,dpf-3,DPP8,ENSG00000074603
WBGene00001058,dpf-5,APEH,ENSG00000164062
WBGene00001061,dpl-1,TFDP2,ENSG00000114126
WBGene00001061,dpl-1,TFDP1,ENSG00000198176
WBGene00001061,dpl-1,TFDP3,ENSG00000183434
WBGene00001073,dpy-11,TMX1,ENSG00000139921
WBGene00001073,dpy-11,TMX4,ENSG00000125827
WBGene00001077,dpy-18,P4HA1,ENSG00000122884
WBGene00001077,dpy-18,P4HA2,ENSG00000072682
WBGene00001078,dpy-19,DPY19L1,ENSG00000173852
WBGene00001078,dpy-19,DPY19L2,ENSG00000177990
WBGene00001078,dpy-19,DPY19L4,ENSG00000156162
WBGene00001078,dpy-19,DPY19L3,ENSG00000178904
WBGene00001080,dpy-21,RSBN1,ENSG00000081019
WBGene00001080,dpy-21,RSBN1L,ENSG00000187257
WBGene00001081,dpy-22,MED12L,ENSG00000144893
WBGene00001081,dpy-22,MED12,ENSG00000184634
WBGene00001082,dpy-23,AP2M1,ENSG00000161203
WBGene00001086,dpy-27,SMC4,ENSG00000113810
WBGene00001087,dpy-28,NCAPD2,ENSG00000010292
WBGene00001088,dpy-30,DPY30,ENSG00000162961
WBGene00001089,dre-1,FBXO11,ENSG00000138081
WBGene00001089,dre-1,FBXO10,ENSG00000147912
WBGene00001090,drh-1,DDX58,ENSG00000107201
WBGene00001090,drh-1,IFIH1,ENSG00000115267
WBGene00001090,drh-1,DHX58,ENSG00000108771
WBGene00001092,dro-1,DR1,ENSG00000117505
WBGene00001093,drp-1,DNM1L,ENSG00000087470
WBGene00001093,drp-1,DNM2,ENSG00000079805
WBGene00001093,drp-1,DNM1,ENSG00000106976
WBGene00001093,drp-1,DNM3,ENSG00000197959
WBGene00001095,dars-2,DARS2,ENSG00000117593
WBGene00001101,dsh-1,DVL2,ENSG00000004975
WBGene00001101,dsh-1,DVL1,ENSG00000107404
WBGene00001101,dsh-1,DVL3,ENSG00000161202
WBGene00001101,dsh-1,DIXDC1,ENSG00000150764
WBGene00001102,dsh-2,DVL2,ENSG00000004975
WBGene00001102,dsh-2,DVL1,ENSG00000107404
WBGene00001102,dsh-2,DVL3,ENSG00000161202
WBGene00001102,dsh-2,DIXDC1,ENSG00000150764
WBGene00001115,dyb-1,DTNB,ENSG00000138101
WBGene00001115,dyb-1,DTNA,ENSG00000134769
WBGene00001116,dyc-1,NOS1AP,ENSG00000198929
WBGene00001118,dyf-2,WDR19,ENSG00000157796
WBGene00001119,dyf-3,CLUAP1,ENSG00000103351
WBGene00001121,dyf-5,MAK,ENSG00000111837
WBGene00001121,dyf-5,ICK,ENSG00000112144
WBGene00001122,dyf-6,IFT46,ENSG00000118096
WBGene00001127,dyf-11,TRAF3IP1,ENSG00000204104
WBGene00001130,dyn-1,DNM1,ENSG00000106976
WBGene00001130,dyn-1,DNM2,ENSG00000079805
WBGene00001130,dyn-1,DNM3,ENSG00000197959
WBGene00001130,dyn-1,DNM1L,ENSG00000087470
WBGene00001130,dyn-1,MX1,ENSG00000157601
WBGene00001130,dyn-1,MX2,ENSG00000183486
WBGene00001131,dys-1,UTRN,ENSG00000152818
WBGene00001131,dys-1,DMD,ENSG00000198947
WBGene00001131,dys-1,DRP2,ENSG00000102385
WBGene00001131,dys-1,DYTN,ENSG00000232125
WBGene00001132,alp-1,LDB3,ENSG00000122367
WBGene00001132,alp-1,PDLIM5,ENSG00000163110
WBGene00001132,alp-1,PDLIM7,ENSG00000196923
WBGene00001132,alp-1,PDLIM1,ENSG00000107438
WBGene00001134,eat-3,OPA1,ENSG00000198836
WBGene00001135,eat-4,SLC17A7,ENSG00000104888
WBGene00001135,eat-4,SLC17A6,ENSG00000091664
WBGene00001135,eat-4,SLC17A8,ENSG00000179520
WBGene00001135,eat-4,SLC17A5,ENSG00000119899
WBGene00001137,eat-6,ATP1A3,ENSG00000105409
WBGene00001137,eat-6,ATP1A2,ENSG00000018625
WBGene00001137,eat-6,ATP1A1,ENSG00000163399
WBGene00001137,eat-6,ATP1A4,ENSG00000132681
WBGene00001137,eat-6,ATP12A,ENSG00000075673
WBGene00001137,eat-6,ATP4A,ENSG00000105675
WBGene00001145,eat-16,RGS9,ENSG00000108370
WBGene00001145,eat-16,RGS11,ENSG00000076344
WBGene00001149,bcat-1,BCAT1,ENSG00000060982
WBGene00001149,bcat-1,BCAT2,ENSG00000105552
WBGene00001150,ech-1.1,HADHA,ENSG00000084754
WBGene00001150,ech-1.1,EHHADH,ENSG00000113790
WBGene00001151,ech-2,ECHDC3,ENSG00000134463
WBGene00001153,ech-4,ECI2,ENSG00000198721
WBGene00001154,ech-5,AUH,ENSG00000148090
WBGene00001154,ech-5,ECHDC2,ENSG00000121310
WBGene00001155,ech-6,ECHS1,ENSG00000127884
WBGene00001156,ech-7,ECHS1,ENSG00000127884
WBGene00001160,efk-1,EEF2K,ENSG00000103319
WBGene00001160,efk-1,ALPK1,ENSG00000073331
WBGene00001161,efl-1,E2F4,ENSG00000205250
WBGene00001161,efl-1,E2F5,ENSG00000133740
WBGene00001161,efl-1,E2F2,ENSG00000007968
WBGene00001161,efl-1,E2F3,ENSG00000112242
WBGene00001161,efl-1,E2F2,ENSG00000282899
WBGene00001163,efn-2,EFNB2,ENSG00000125266
WBGene00001163,efn-2,EFNB3,ENSG00000108947
WBGene00001163,efn-2,EFNB1,ENSG00000090776
WBGene00001164,efn-3,EFNB1,ENSG00000090776
WBGene00001164,efn-3,EFNB3,ENSG00000108947
WBGene00001164,efn-3,EFNB2,ENSG00000125266
WBGene00001166,eftu-2,EFTUD2,ENSG00000108883
WBGene00001167,eef-2,EEF2,ENSG00000167658
WBGene00001167,eef-2,EFTUD2,ENSG00000108883
WBGene00001168,eef-1A.1,EEF1A2,ENSG00000101210
WBGene00001168,eef-1A.1,EEF1A1,ENSG00000156508
WBGene00001169,eef-1A.2,EEF1A2,ENSG00000101210
WBGene00001169,eef-1A.2,EEF1A1,ENSG00000156508
WBGene00001171,egl-2,KCNH5,ENSG00000140015
WBGene00001171,egl-2,KCNH1,ENSG00000143473
WBGene00001172,egl-3,PCSK2,ENSG00000125851
WBGene00001173,egl-4,PRKG1,ENSG00000185532
WBGene00001173,egl-4,PRKG2,ENSG00000138669
WBGene00001177,egl-8,PLCB4,ENSG00000101333
WBGene00001177,egl-8,PLCB2,ENSG00000137841
WBGene00001177,egl-8,PLCB3,ENSG00000149782
WBGene00001177,egl-8,PLCB1,ENSG00000182621
WBGene00001178,egl-9,EGLN1,ENSG00000135766
WBGene00001178,egl-9,EGLN3,ENSG00000129521
WBGene00001178,egl-9,EGLN2,ENSG00000269858
WBGene00001179,egl-10,RGS6,ENSG00000182732
WBGene00001179,egl-10,RGS7,ENSG00000182901
WBGene00001182,egl-13,SOX6,ENSG00000110693
WBGene00001182,egl-13,SOX5,ENSG00000134532
WBGene00001182,egl-13,SOX13,ENSG00000143842
WBGene00001182,egl-13,SOX30,ENSG00000039600
WBGene00001184,egl-15,FGFR3,ENSG00000068078
WBGene00001184,egl-15,FGFR2,ENSG00000066468
WBGene00001184,egl-15,FGFR1,ENSG00000077782
WBGene00001184,egl-15,FGFR4,ENSG00000160867
WBGene00001187,egl-19,CACNA1D,ENSG00000157388
WBGene00001187,egl-19,CACNA1F,ENSG00000102001
WBGene00001187,egl-19,CACNA1C,ENSG00000151067
WBGene00001187,egl-19,CACNA1S,ENSG00000081248
WBGene00001187,egl-19,CACNA1A,ENSG00000141837
WBGene00001187,egl-19,CACNA1B,ENSG00000148408
WBGene00001187,egl-19,CACNA1E,ENSG00000198216
WBGene00001188,egl-20,WNT16,ENSG00000002745
WBGene00001188,egl-20,WNT11,ENSG00000085741
WBGene00001188,egl-20,WNT9A,ENSG00000143816
WBGene00001188,egl-20,WNT9B,ENSG00000158955
WBGene00001189,egl-21,CPE,ENSG00000109472
WBGene00001189,egl-21,CPN1,ENSG00000120054
WBGene00001189,egl-21,CPXM1,ENSG00000088882
WBGene00001189,egl-21,CPZ,ENSG00000109625
WBGene00001189,egl-21,CPXM2,ENSG00000121898
WBGene00001189,egl-21,AEBP1,ENSG00000106624
WBGene00001194,egl-27,RERE,ENSG00000142599
WBGene00001194,egl-27,ATN1,ENSG00000111676
WBGene00001196,egl-30,GNA11,ENSG00000088256
WBGene00001196,egl-30,GNAQ,ENSG00000156052
WBGene00001196,egl-30,GNA14,ENSG00000156049
WBGene00001202,egl-36,KCNC1,ENSG00000129159
WBGene00001202,egl-36,KCNC2,ENSG00000166006
WBGene00001202,egl-36,KCNC4,ENSG00000116396
WBGene00001202,egl-36,KCNC3,ENSG00000131398
WBGene00001204,egl-38,PAX2,ENSG00000075891
WBGene00001204,egl-38,PAX8,ENSG00000125618
WBGene00001204,egl-38,PAX5,ENSG00000196092
WBGene00001207,egl-43,MECOM,ENSG00000085276
WBGene00001207,egl-43,PRDM16,ENSG00000142611
WBGene00001208,egl-44,TEAD1,ENSG00000187079
WBGene00001208,egl-44,TEAD3,ENSG00000007866
WBGene00001208,egl-44,TEAD4,ENSG00000197905
WBGene00001208,egl-44,TEAD2,ENSG00000074219
WBGene00001209,egl-45,EIF3A,ENSG00000107581
WBGene00001210,egl-46,INSM1,ENSG00000173404
WBGene00001210,egl-46,INSM2,ENSG00000168348
WBGene00001215,ego-2,PTPN23,ENSG00000076201
WBGene00001224,ehs-1,EPS15L1,ENSG00000127527
WBGene00001224,ehs-1,EPS15,ENSG00000085832
WBGene00001224,ehs-1,REPS1,ENSG00000135597
WBGene00001224,ehs-1,REPS2,ENSG00000169891
WBGene00001225,eif-3.B,EIF3B,ENSG00000106263
WBGene00001226,eif-3.C,EIF3C,ENSG00000184110
WBGene00001226,eif-3.C,EIF3CL,ENSG00000205609
WBGene00001227,eif-3.D,EIF3D,ENSG00000100353
WBGene00001228,eif-3.E,EIF3E,ENSG00000104408
WBGene00001229,eif-3.F,EIF3F,ENSG00000175390
WBGene00001229,eif-3.F,EIF3F,ENSG00000280606
WBGene00001230,eif-3.G,EIF3G,ENSG00000130811
WBGene00001231,eif-3.H,EIF3H,ENSG00000147677
WBGene00001232,eif-3.I,EIF3I,ENSG00000084623
WBGene00001233,eif-3.K,EIF3K,ENSG00000178982
WBGene00001233,eif-3.K,EIF3K,ENSG00000282986
WBGene00001234,eif-6,EIF6,ENSG00000242372
WBGene00001235,elb-1,ELOB,ENSG00000103363
WBGene00001236,elc-1,ELOC,ENSG00000154582
WBGene00001241,elo-3,ELOVL6,ENSG00000170522
WBGene00001241,elo-3,ELOVL3,ENSG00000119915
WBGene00001242,elo-4,ELOVL6,ENSG00000170522
WBGene00001242,elo-4,ELOVL3,ENSG00000119915
WBGene00001247,elo-9,ELOVL6,ENSG00000170522
WBGene00001247,elo-9,ELOVL3,ENSG00000119915
WBGene00001248,elp-1,EML2,ENSG00000125746
WBGene00001248,elp-1,EML1,ENSG00000066629
WBGene00001248,elp-1,EML3,ENSG00000149499
WBGene00001248,elp-1,EML4,ENSG00000143924
WBGene00001248,elp-1,EML5,ENSG00000165521
WBGene00001248,elp-1,EML6,ENSG00000214595
WBGene00001249,elt-1,GATA3,ENSG00000107485
WBGene00001249,elt-1,GATA2,ENSG00000179348
WBGene00001249,elt-1,GATA1,ENSG00000102145
WBGene00001249,elt-1,GATA4,ENSG00000136574
WBGene00001249,elt-1,GATA6,ENSG00000141448
WBGene00001249,elt-1,TRPS1,ENSG00000104447
WBGene00001258,emb-4,AQR,ENSG00000021776
WBGene00001259,emb-5,SUPT6H,ENSG00000109111
WBGene00001262,emb-8,POR,ENSG00000127948
WBGene00001263,emb-9,COL4A6,ENSG00000197565
WBGene00001263,emb-9,COL4A3,ENSG00000169031
WBGene00001263,emb-9,COL4A1,ENSG00000187498
WBGene00001263,emb-9,COL4A5,ENSG00000188153
WBGene00001263,emb-9,COL4A2,ENSG00000134871
WBGene00001263,emb-9,COL11A1,ENSG00000060718
WBGene00001263,emb-9,COL5A3,ENSG00000080573
WBGene00001263,emb-9,COL4A4,ENSG00000081052
WBGene00001263,emb-9,COL1A1,ENSG00000108821
WBGene00001263,emb-9,COL5A1,ENSG00000130635
WBGene00001263,emb-9,COL2A1,ENSG00000139219
WBGene00001263,emb-9,COL1A2,ENSG00000164692
WBGene00001263,emb-9,COL3A1,ENSG00000168542
WBGene00001263,emb-9,COL24A1,ENSG00000171502
WBGene00001263,emb-9,COL27A1,ENSG00000196739
WBGene00001263,emb-9,COL11A2,ENSG00000204248
WBGene00001263,emb-9,COL5A2,ENSG00000204262
WBGene00001263,emb-9,COL19A1,ENSG00000082293
WBGene00001263,emb-9,COL16A1,ENSG00000084636
WBGene00001263,emb-9,COL22A1,ENSG00000169436
WBGene00001263,emb-9,COL7A1,ENSG00000114270
WBGene00001263,emb-9,COL11A2,ENSG00000206290
WBGene00001263,emb-9,COL11A2,ENSG00000223699
WBGene00001263,emb-9,COL11A2,ENSG00000227801
WBGene00001263,emb-9,COL11A2,ENSG00000230930
WBGene00001263,emb-9,COL11A2,ENSG00000232541
WBGene00001263,emb-9,COL11A2,ENSG00000235708
WBGene00001281,emb-27,CDC16,ENSG00000130177
WBGene00001303,emo-1,SEC61G,ENSG00000132432
WBGene00001320,ent-1,SLC29A3,ENSG00000198246
WBGene00001320,ent-1,SLC29A1,ENSG00000112759
WBGene00001320,ent-1,SLC29A2,ENSG00000174669
WBGene00001328,epi-1,LAMA5,ENSG00000130702
WBGene00001328,epi-1,LAMA3,ENSG00000053747
WBGene00001328,epi-1,LAMA4,ENSG00000112769
WBGene00001328,epi-1,LAMA1,ENSG00000101680
WBGene00001328,epi-1,LAMA2,ENSG00000196569
WBGene00001328,epi-1,LAMC3,ENSG00000050555
WBGene00001328,epi-1,LAMC2,ENSG00000058085
WBGene00001328,epi-1,LAMC1,ENSG00000135862
WBGene00001329,epn-1,EPN1,ENSG00000063245
WBGene00001329,epn-1,EPN2,ENSG00000072134
WBGene00001329,epn-1,EPN3,ENSG00000049283
WBGene00001329,epn-1,ENTHD1,ENSG00000176177
WBGene00001330,eps-8,EPS8,ENSG00000151491
WBGene00001330,eps-8,EPS8L2,ENSG00000177106
WBGene00001330,eps-8,EPS8L1,ENSG00000131037
WBGene00001330,eps-8,EPS8L3,ENSG00000198758
WBGene00001331,erd-2,KDELR2,ENSG00000136240
WBGene00001331,erd-2,KDELR1,ENSG00000105438
WBGene00001331,erd-2,KDELR3,ENSG00000100196
WBGene00001332,eri-1,ERI1,ENSG00000104626
WBGene00001333,erm-1,MSN,ENSG00000147065
WBGene00001333,erm-1,EZR,ENSG00000092820
WBGene00001333,erm-1,RDX,ENSG00000137710
WBGene00001334,ero-1,ERO1B,ENSG00000086619
WBGene00001334,ero-1,ERO1A,ENSG00000197930
WBGene00001335,erp-1,SH3GLB2,ENSG00000148341
WBGene00001335,erp-1,SH3GLB1,ENSG00000097033
WBGene00001338,ears-2,EARS2,ENSG00000103356
WBGene00001340,etr-1,CELF2,ENSG00000048740
WBGene00001340,etr-1,CELF1,ENSG00000149187
WBGene00001340,etr-1,CELF3,ENSG00000159409
WBGene00001340,etr-1,CELF5,ENSG00000161082
WBGene00001340,etr-1,CELF4,ENSG00000101489
WBGene00001340,etr-1,CELF6,ENSG00000140488
WBGene00001352,evl-14,PDS5B,ENSG00000083642
WBGene00001352,evl-14,PDS5A,ENSG00000121892
WBGene00001358,evl-20,ARL2,ENSG00000213465
WBGene00001358,evl-20,ARL2-SNX15,ENSG00000273003
WBGene00001365,exc-4,CLIC2,ENSG00000155962
WBGene00001365,exc-4,CLIC5,ENSG00000112782
WBGene00001365,exc-4,CLIC4,ENSG00000169504
WBGene00001365,exc-4,CLIC3,ENSG00000169583
WBGene00001365,exc-4,CLIC1,ENSG00000213719
WBGene00001365,exc-4,CLIC1,ENSG00000206394
WBGene00001365,exc-4,CLIC1,ENSG00000223639
WBGene00001365,exc-4,CLIC1,ENSG00000226248
WBGene00001365,exc-4,CLIC1,ENSG00000226417
WBGene00001365,exc-4,CLIC1,ENSG00000226651
WBGene00001365,exc-4,CLIC1,ENSG00000230685
WBGene00001365,exc-4,CLIC6,ENSG00000159212
WBGene00001366,exc-5,FGD2,ENSG00000146192
WBGene00001366,exc-5,FGD1,ENSG00000102302
WBGene00001366,exc-5,FGD3,ENSG00000127084
WBGene00001366,exc-5,FGD4,ENSG00000139132
WBGene00001368,exc-7,ELAVL2,ENSG00000107105
WBGene00001368,exc-7,ELAVL4,ENSG00000162374
WBGene00001368,exc-7,ELAVL1,ENSG00000066044
WBGene00001368,exc-7,ELAVL3,ENSG00000196361
WBGene00001368,exc-7,FAM213B,ENSG00000157870
WBGene00001371,exl-1,CLIC2,ENSG00000155962
WBGene00001371,exl-1,CLIC5,ENSG00000112782
WBGene00001371,exl-1,CLIC4,ENSG00000169504
WBGene00001371,exl-1,CLIC3,ENSG00000169583
WBGene00001371,exl-1,CLIC1,ENSG00000213719
WBGene00001371,exl-1,CLIC1,ENSG00000206394
WBGene00001371,exl-1,CLIC1,ENSG00000223639
WBGene00001371,exl-1,CLIC1,ENSG00000226248
WBGene00001371,exl-1,CLIC1,ENSG00000226417
WBGene00001371,exl-1,CLIC1,ENSG00000226651
WBGene00001371,exl-1,CLIC1,ENSG00000230685
WBGene00001371,exl-1,CLIC6,ENSG00000159212
WBGene00001372,exo-3,APEX1,ENSG00000100823
WBGene00001372,exo-3,APEX2,ENSG00000169188
WBGene00001374,exp-2,KCNS2,ENSG00000156486
WBGene00001374,exp-2,KCNB1,ENSG00000158445
WBGene00001374,exp-2,KCNB2,ENSG00000182674
WBGene00001374,exp-2,KCNS1,ENSG00000124134
WBGene00001374,exp-2,KCNS3,ENSG00000170745
WBGene00001374,exp-2,KCNF1,ENSG00000162975
WBGene00001374,exp-2,KCNG1,ENSG00000026559
WBGene00001374,exp-2,KCNV2,ENSG00000168263
WBGene00001374,exp-2,KCNV1,ENSG00000164794
WBGene00001377,eya-1,EYA1,ENSG00000104313
WBGene00001377,eya-1,EYA2,ENSG00000064655
WBGene00001377,eya-1,EYA4,ENSG00000112319
WBGene00001377,eya-1,EYA3,ENSG00000158161
WBGene00001395,fat-3,FADS2,ENSG00000134824
WBGene00001395,fat-3,FADS1,ENSG00000149485
WBGene00001395,fat-3,FADS3,ENSG00000221968
WBGene00001396,fat-4,FADS1,ENSG00000149485
WBGene00001396,fat-4,FADS3,ENSG00000221968
WBGene00001396,fat-4,FADS2,ENSG00000134824
WBGene00001397,fat-5,SCD,ENSG00000099194
WBGene00001397,fat-5,SCD5,ENSG00000145284
WBGene00001398,fat-6,SCD,ENSG00000099194
WBGene00001398,fat-6,SCD5,ENSG00000145284
WBGene00001399,fat-7,SCD,ENSG00000099194
WBGene00001399,fat-7,SCD5,ENSG00000145284
WBGene00001403,fbl-1,FBLN1,ENSG00000077942
WBGene00001403,fbl-1,FBLN2,ENSG00000163520
WBGene00001403,fbl-1,EFEMP1,ENSG00000115380
WBGene00001403,fbl-1,FBLN5,ENSG00000140092
WBGene00001403,fbl-1,EFEMP2,ENSG00000172638
WBGene00001404,fbp-1,FBP2,ENSG00000130957
WBGene00001404,fbp-1,FBP1,ENSG00000165140
WBGene00001405,fce-1,ZMPSTE24,ENSG00000084073
WBGene00001406,fce-2,RCE1,ENSG00000173653
WBGene00001410,feh-1,APBB2,ENSG00000163697
WBGene00001410,feh-1,APBB3,ENSG00000113108
WBGene00001410,feh-1,APBB1,ENSG00000166313
WBGene00001411,fem-1,FEM1C,ENSG00000145780
WBGene00001411,fem-1,FEM1A,ENSG00000141965
WBGene00001411,fem-1,FEM1B,ENSG00000169018
WBGene00001411,fem-1,ANKRD16,ENSG00000134461
WBGene00001412,fem-2,PPM1F,ENSG00000100034
WBGene00001412,fem-2,PPM1E,ENSG00000175175
WBGene00001414,fer-1,DYSF,ENSG00000135636
WBGene00001414,fer-1,MYOF,ENSG00000138119
WBGene00001414,fer-1,OTOF,ENSG00000115155
WBGene00001414,fer-1,FER1L6,ENSG00000214814
WBGene00001414,fer-1,FER1L5,ENSG00000249715
WBGene00001423,fib-1,FBL,ENSG00000105202
WBGene00001423,fib-1,FBL,ENSG00000280548
WBGene00001423,fib-1,FBLL1,ENSG00000188573
WBGene00001424,fis-1,FIS1,ENSG00000214253
WBGene00001425,fis-2,FIS1,ENSG00000214253
WBGene00001426,fkb-1,FKBP2,ENSG00000173486
WBGene00001427,fkb-2,FKBP1A,ENSG00000088832
WBGene00001427,fkb-2,FKBP1B,ENSG00000119782
WBGene00001427,fkb-2,FKBP1C,ENSG00000198225
WBGene00001427,fkb-2,FKBP4,ENSG00000004478
WBGene00001427,fkb-2,FKBP5,ENSG00000096060
WBGene00001427,fkb-2,FKBP6,ENSG00000077800
WBGene00001427,fkb-2,FKBP3,ENSG00000100442
WBGene00001427,fkb-2,FKBP8,ENSG00000105701
WBGene00001428,fkb-3,FKBP9,ENSG00000122642
WBGene00001428,fkb-3,FKBP10,ENSG00000141756
WBGene00001428,fkb-3,FKBP11,ENSG00000134285
WBGene00001429,fkb-4,FKBP9,ENSG00000122642
WBGene00001429,fkb-4,FKBP10,ENSG00000141756
WBGene00001429,fkb-4,FKBP11,ENSG00000134285
WBGene00001430,fkb-5,FKBP9,ENSG00000122642
WBGene00001430,fkb-5,FKBP10,ENSG00000141756
WBGene00001430,fkb-5,FKBP11,ENSG00000134285
WBGene00001431,fkb-6,FKBP4,ENSG00000004478
WBGene00001431,fkb-6,FKBP5,ENSG00000096060
WBGene00001431,fkb-6,FKBP1A,ENSG00000088832
WBGene00001431,fkb-6,FKBP1B,ENSG00000119782
WBGene00001431,fkb-6,FKBP6,ENSG00000077800
WBGene00001431,fkb-6,FKBP3,ENSG00000100442
WBGene00001431,fkb-6,FKBP8,ENSG00000105701
WBGene00001432,fkb-7,FKBP7,ENSG00000079150
WBGene00001432,fkb-7,FKBP14,ENSG00000106080
WBGene00001433,fkb-8,FKBP1A,ENSG00000088832
WBGene00001433,fkb-8,FKBP1B,ENSG00000119782
WBGene00001433,fkb-8,FKBP1C,ENSG00000198225
WBGene00001433,fkb-8,FKBP4,ENSG00000004478
WBGene00001433,fkb-8,FKBP6,ENSG00000077800
WBGene00001433,fkb-8,FKBP5,ENSG00000096060
WBGene00001433,fkb-8,FKBP3,ENSG00000100442
WBGene00001433,fkb-8,FKBP8,ENSG00000105701
WBGene00001434,fkh-2,FOXG1,ENSG00000176165
WBGene00001434,fkh-2,FOXA3,ENSG00000170608
WBGene00001434,fkh-2,FOXD2,ENSG00000186564
WBGene00001434,fkh-2,FOXD3,ENSG00000187140
WBGene00001434,fkh-2,FOXD1,ENSG00000251493
WBGene00001434,fkh-2,FOXL1,ENSG00000176678
WBGene00001434,fkh-2,FOXC2,ENSG00000176692
WBGene00001434,fkh-2,FOXE1,ENSG00000178919
WBGene00001434,fkh-2,FOXS1,ENSG00000179772
WBGene00001434,fkh-2,FOXL2,ENSG00000183770
WBGene00001434,fkh-2,FOXE3,ENSG00000186790
WBGene00001439,fkh-7,FOXP1,ENSG00000114861
WBGene00001439,fkh-7,FOXP2,ENSG00000128573
WBGene00001439,fkh-7,FOXP4,ENSG00000137166
WBGene00001439,fkh-7,FOXP3,ENSG00000049768
WBGene00001443,fli-1,FLII,ENSG00000177731
WBGene00001470,baz-2,BAZ2A,ENSG00000076108
WBGene00001470,baz-2,BAZ2B,ENSG00000123636
WBGene00001475,fmi-1,CELSR1,ENSG00000075275
WBGene00001475,fmi-1,CELSR3,ENSG00000008300
WBGene00001475,fmi-1,CELSR2,ENSG00000143126
WBGene00001476,fmo-1,FMO5,ENSG00000131781
WBGene00001476,fmo-1,FMO3,ENSG00000007933
WBGene00001476,fmo-1,FMO1,ENSG00000010932
WBGene00001476,fmo-1,FMO2,ENSG00000094963
WBGene00001476,fmo-1,FMO4,ENSG00000076258
WBGene00001477,fmo-2,FMO5,ENSG00000131781
WBGene00001477,fmo-2,FMO3,ENSG00000007933
WBGene00001477,fmo-2,FMO1,ENSG00000010932
WBGene00001477,fmo-2,FMO2,ENSG00000094963
